Ҳудуд ва банк номи,Банк номи,2024 йил Импорт шартнома сони,2024 йил Экспорт шартнома сони,2024 йил Импорт учун тўлов,2024 йил Экспорт тушуми,"Дебиторка 2024 йил 31 декабрь ҳолатига 
(минг долл)",2025 йил Ипморт шартнома сони,2025 йил Экспорт шартнома сони,2025 йил Импорт учун тўлов ,2025 йил Экспорт тушуми ,2025 йил ҳудуддаги банкларда экспорт шартнома сони,2025 йил ҳудуддаги банкларда экспорт тушум ,2025 йил ҳудуддаги банкларда импорт шартнома сони,2025 йил ҳудуддаги банкларда импорт тўлов ,2025 йил Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида  экспорт шартнома сони,2025 йил Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида  экспорт тушум,2025 йил Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида импорт шартнома сони,2025 йил Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида импорт тўлови ,"2025 йил бошқа ҳудудларда рўйҳатдан ўтган, ҳудуддаги банкларда экспорт шартнома сони","2025 йил Бошқа ҳудудларда рўйҳатдан ўтган,   ҳудуддаги банкларида экспорт тушуми ","2025 йил Бошқа ҳудудларда рўйҳатдан ўтган, ҳудуддаги банкларида импорт шартнома сони","2025 йил Бошқа ҳудудларда рўйҳатдан ўтган, ҳудуддаги банкларида импорт тўлови",2025 йил давомида  Россия Федерацияси Экспорт тушуми Шартнома сони,2025 йил давомида  Россия Федерацияси Экспорт тушуми Суммаси,2025 йил давомида  Россия Федерацияси Импорт тўлови Шартнома сони,2025 йил давомида  Россия Федерацияси Импорт тўлови Суммаси,2025 йил давомида  Хитой Экспорт тушуми Шартнома сони,2025 йил давомида  Хитой Экспорт тушуми Суммаси,2025 йил давомида  Хитой Импорт тўлови Шартнома сони,2025 йил давомида  Хитой Импорт тўлови Суммаси,2025 йил давомида  Қозиғистон Экспорт тушуми Шартнома сони,2025 йил давомида  Қозиғистон Экспорт тушуми Суммаси,2025 йил давомида  Қозиғистон Импорт тўлови Шартнома сони,2025 йил давомида  Қозиғистон Импорт тўлови Суммаси,2025 йил давомида  Бирлашган Араб Амирликлари Экспорт тушуми Шартнома сони,2025 йил давомида  Бирлашган Араб Амирликлари Экспорт тушуми Суммаси,2025 йил давомида  Бирлашган Араб Амирликлари Импорт тўлови Шартнома сони,2025 йил давомида  Бирлашган Араб Амирликлари Импорт тўлови Суммаси,2025 йил давомида  Туркия Экспорт тушуми Шартнома сони,2025 йил давомида  Туркия Экспорт тушуми Суммаси,2025 йил давомида  Туркия Импорт тўлови Шартнома сони,2025 йил давомида  Туркия Импорт тўлови Суммаси,2025 йил давомида  Бошқа давлатлар Экспорт тушуми Шартнома сони,2025 йил давомида  Бошқа давлатлар Экспорт тушуми Суммаси,2025 йил давомида  Бошқа давлатлар Импорт тўлови Шартнома сони,2025 йил давомида  Бошқа давлатлар Импорт тўлови Суммаси,"Дебиторка 2025 йил 31 декабрь ҳолатига 
(минг долл)",Белгиланган тоифа,2025 йилда ҳудуддаги улуши (фоизда),2025 йил давомида олинган банк даромади (минг сўмда),Мавжуд ходимлар,Банк манзили,Банк раҳбарлари,Банк раҳбарларининг тел рақами,,№,Сохалар,2025 йил экспорт сони,2025 йил экспорт сумма,2025 йил импорт сони,2025 йил импорт сумма,,№,Ҳудуд номи,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Экспорт  тушуми  Сони,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Экспорт тушуми Суммаси,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Импорт тўлови Сони,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Импорт тўлови Суммаси,Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Экспорт тушуми Сони, Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Экспорт тушуми Суммаси,Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Импорт тўлови Сони,Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Импорт тўлови Суммаси,,№,Банк номи,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Экспорт тушуми Сони,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Экспорт тушуми Суммаси,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Импорт тўлови Сони,Вилоят ҳудудида рўйҳатдан ўтган корхоналар Импорт тўлови Суммаси,Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Экспорт тушуми Сони,Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Экспорт тушуми Суммаси,Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Импорт тўлови Сони,Вилоят ҳудудида рўйҳатдан ўтган ва бошқа худуд банкларида фаолият юритаётган корхоналар Импорт тўлови Суммаси
Ҳамкорбанк,Тошкент шаҳар банклари,89,40,"12,729,654","7,908,417",430,120,33,"25,548,284","3,545,467",,,,,338,"54,457,730",688,"169,744,057",0,0,0,0,112,"12,370,500",99,"83,032,897",4,"66,587",223,"35,360,866",45,"2,559,401",29,"8,091,936",10,"3,973,969",6,"8,566,624",7,"186,167",107,"8,994,786",160,"35,301,107",224,"25,696,949",520,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ориент финанс банк,Тошкент шаҳар банклари,48,6,"9,305,006",0,"1,064",84,16,"5,259,803","485,372",,,,,356,"15,650,361",819,"162,232,874",0,0,0,0,79,"4,681,252",160,"9,073,708",51,"2,340,867",314,"45,063,433",43,"623,361",30,"4,209,312",10,"707,732",13,"1,759,872",8,"430,087",62,"10,114,507",165,"6,867,061",240,"92,012,042","1,163",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миллийбанк,Тошкент шаҳар банклари,92,17,"66,236,895","2,676,521","5,470",115,20,"20,282,418","1,627,582",,,,,269,"35,575,745",864,"726,356,490",0,0,0,0,72,"3,955,744",47,"12,030,712",41,"19,085,315",407,"308,819,069",32,"3,405,942",40,"8,644,486",7,"3,514,487",39,"32,442,038",4,"149,450",80,"195,220,500",113,"5,464,806",251,"169,199,685","5,472",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Микрокредитбанк,Тошкент шаҳар банклари,15,2,"2,136,177","885,749",273,19,1,"3,359,491","137,448",,,,,6,"1,336,394",37,"5,307,536",0,0,0,0,,,8,"750,831",,,12,"521,312",,,3,"1,382,858",,,2,"693,616",1,"7,640",1,"1,699,600",5,"1,328,754",11,"259,320",0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бизнесни ривожлантириш банки,Тошкент шаҳар банклари,33,17,"2,229,597","1,987,702",291,34,19,"4,299,648","3,824,707",,,,,45,"9,369,666",82,"10,122,247",0,0,0,0,5,"3,502,466",9,"2,650,923",1,"200,000",29,"1,476,394",18,"3,797,459",10,"2,261,831",3,"257,882",1,"17,885",1,"25,125",9,"1,285,857",17,"1,586,735",24,"2,429,357",292,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Инфинбанк,Тошкент шаҳар банклари,396,37,"99,890,139","4,777,451","15,335",212,36,"61,552,713","7,349,699",,,,,"1,048","148,288,697","2,513","506,306,805",0,0,0,0,187,"59,919,151",236,"83,854,264",22,"3,732,078",476,"83,936,111",119,"4,491,713",239,"76,823,733",56,"6,388,467",85,"15,284,423",81,"24,265,753",254,"44,459,174",583,"49,491,535","1,223","201,949,099","13,366",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипак йўли банк,Тошкент шаҳар банклари,64,45,"5,595,737","9,873,594",544,98,14,"10,272,663","3,686,435",,,,,588,"114,939,591","2,213","479,967,639",0,0,0,0,35,"2,239,252",189,"27,554,470",38,"1,329,490",628,"86,946,321",142,"44,803,668",123,"75,880,951",16,"420,241",69,"13,483,445",12,"3,717,561",425,"67,949,268",345,"62,429,380",779,"208,153,184",512,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипотека банк,Тошкент шаҳар банклари,127,80,"74,865,732","13,072,801",335,118,63,"18,651,850","29,677,432",,,,,162,"44,686,245",847,"80,949,997",0,0,0,0,44,"7,076,968",38,"2,258,441",3,"1,689,458",491,"46,429,112",28,"1,772,488",11,"515,684",2,"77,292",26,"9,304,430",7,"2,116,608",64,"2,453,738",78,"31,953,430",217,"19,988,592",461,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ҳамкорбанк,Тошкент шаҳар банклари,102,13,"10,165,255","8,530,232",480,149,16,"14,403,782","2,643,064",,,,,64,"4,850,626",496,"81,343,209",0,0,0,0,1,"75,716",34,"1,091,158",,,251,"15,330,720",9,"1,257,129",73,"5,227,844",,,5,"251,790",1,"4,417",47,"2,907,506",53,"3,513,365",86,"56,534,191",834,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Микрокредитбанк,Тошкент шаҳар банклари,7,11,"170,805","21,992,247",9,4,10,"554,275","3,431,460",,,,,20,"4,515,528",43,"3,917,123",0,0,0,0,7,"3,404,150",3,"305,588",,,27,"1,493,588",7,"697,011",,,,,1,"73,524",,,5,"608,190",6,"414,367",7,"1,436,232",9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ҳамкорбанк,Тошкент шаҳар банклари,25,43,"1,853,168","9,246,163",56,58,51,"7,888,650","31,434,151",,,,,157,"183,025,322",278,"33,238,588",0,0,0,0,70,"137,435,691",39,"7,829,621",3,"1,271,670",101,"8,222,019",11,"1,183,014",12,"3,525,673",,,10,"866,922",2,"1,321,215",66,"5,611,005",71,"41,813,731",50,"7,183,349",56,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Трастбанк,Тошкент шаҳар банклари,72,49,"6,107,558","11,285,501","3,313",124,37,"8,742,415","11,347,004",,,,,194,"33,142,534",573,"94,109,445",0,0,0,0,28,"5,988,465",56,"5,504,109",14,"5,991,150",207,"25,726,851",43,"4,545,821",23,"5,181,644",10,"1,735,831",23,"7,532,262",4,"2,201,924",115,"26,880,686",95,"12,679,343",149,"23,283,893","3,509",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Апекс банк,Тошкент шаҳар банклари,,4,"272,697",0,0,18,4,"501,000","805,377",,,,,89,"14,060,613",203,"292,518,793",0,0,0,0,3,"565,751",30,"26,437,239",1,"171,850",52,"6,042,260",12,"4,571,051",12,"1,186,040",14,"349,846",18,"188,359,407",1,"5,652",12,"30,159,607",58,"8,396,463",79,"40,334,241",961,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ҳамкорбанк,Тошкент шаҳар банклари,46,17,"5,395,349",0,"7,039",38,4,"7,327,619","85,785",,,,,190,"84,135,087",629,"137,823,516",0,0,0,0,17,"3,654,702",105,"40,800,525",4,"705,835",183,"17,995,414",32,"2,559,515",71,"43,016,318",5,"20,610,999",17,"6,707,011",13,"15,650,398",59,"5,845,897",119,"40,953,639",194,"23,458,351","1,841",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ориент финанс банк,Тошкент шаҳар банклари,22,9,"7,263,397","847,289",263,15,6,"6,834,764","877,469",,,,,317,"97,682,760","1,118","193,517,174",0,0,0,0,52,"6,774,369",129,"36,805,674",42,"1,485,482",275,"23,089,815",29,"697,149",40,"1,314,708",28,"62,735,915",89,"25,333,794",12,"92,041",136,"14,342,794",154,"25,897,803",449,"92,630,389",369,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипак йўли банк,Тошкент шаҳар банклари,95,40,"7,472,250","50,614,543","3,124",73,41,"35,317,798","8,646,619",,,,,153,"24,092,847",963,"171,702,761",0,0,0,0,31,"12,855,520",156,"20,041,004",7,"143,460",343,"38,569,328",42,"2,324,376",89,"38,754,716",4,"806,481",36,"29,066,918",3,"20,030",89,"5,505,767",66,"7,942,980",250,"39,765,028","1,553",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миллийбанк,Тошкент шаҳар банклари,29,4,"4,092,097","13,009",247,14,1,"2,007,234","1,298",,,,,101,"94,527,473",501,"81,835,099",0,0,0,0,40,"32,602,505",15,"274,556",2,"2,502,444",143,"9,654,641",9,"398,933",26,"8,477,188",7,"1,496,067",12,"23,293,069",13,"55,536,803",30,"3,521,870",30,"1,990,722",275,"36,613,775","1,309",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Универсалбанк,Тошкент шаҳар банклари,295,141,"23,596,775","20,367,335","4,196",151,33,"127,300,267","2,014,235",,,,,384,"113,296,348","1,809","586,777,937",0,0,0,0,129,"34,522,754",488,"201,621,652",27,"5,455,072",306,"31,125,277",42,"9,740,238",108,"61,525,404",21,"6,868,924",65,"149,040,963",13,"34,519,465",126,"40,051,423",152,"22,189,896",716,"103,413,218","5,023",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Асакабанк,Тошкент шаҳар банклари,42,27,"7,399,291","6,974,418","1,707",88,39,"21,922,946","10,043,407",,,,,266,"54,192,381",672,"146,595,286",0,0,0,0,91,"20,957,841",58,"23,575,530",9,"1,192,204",344,"53,708,786",18,"639,147",41,"8,187,039",3,"7,346,526",5,"1,179,132",2,"151,044",20,"1,371,039",143,"23,905,619",204,"58,573,761","2,951",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипотека банк,Тошкент шаҳар банклари,16,21,"1,320,380","3,465,732",264,67,20,"7,299,300","6,324,988",,,,,163,"13,782,729",659,"86,873,966",0,0,0,0,22,"5,074,506",40,"3,284,207",5,"1,103,238",370,"55,901,217",25,"1,082,863",58,"6,935,127",2,"8,561",5,"302,114",4,"158,795",35,"3,559,132",105,"6,354,766",151,"16,892,169",805,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Давр банк,Тошкент шаҳар банклари,41,6,"3,882,144","1,438,014","8,608",62,12,"3,736,135","2,124,299",,,,,61,"7,261,309",377,"30,825,842",0,0,0,0,12,"1,903,550",43,"2,238,461",2,"4,838",131,"6,938,521",6,"411,801",42,"6,643,023",2,"17,958",6,"3,584,669",3,"406,537",33,"2,338,739",36,"4,516,625",122,"9,082,430","8,752",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Туронбанк,Тошкент шаҳар банклари,8,3,"201,910","91,063",0,14,1,"2,530,576","382,107",,,,,23,"5,734,543",106,"13,449,467",0,0,0,0,8,"2,408,160",11,"1,038,517",5,"1,698,400",28,"3,518,128",2,"45,500",2,"11,022",,,5,"266,380",,,18,"2,536,989",8,"1,582,483",42,"6,078,430","1,982",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипотека банк,Тошкент шаҳар банклари,8,7,"696,608",0,40,15,40,"657,101","9,751,684",,,,,109,"13,156,635",253,"43,681,353",0,0,0,0,8,"460,807",39,"5,534,083",7,"9,377,395",99,"14,455,271",24,"1,430,353",28,"10,015,097",,,6,"2,716,394",7,"1,182,608",42,"1,807,858",63,"705,472",39,"9,152,650",49,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипотека банк,Тошкент шаҳар банклари,69,27,"12,790,596","8,121,582",821,230,21,"40,781,823","2,639,493",,,,,164,"17,028,694",721,"86,403,957",0,0,0,0,28,"10,506,841",39,"9,127,091",8,"1,283,627",396,"52,230,652",22,"1,179,904",29,"1,104,416",17,"284,279",25,"3,222,460",8,"278,580",66,"3,713,540",81,"3,495,463",166,"17,005,799",504,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Давр банк,Тошкент шаҳар банклари,96,7,"8,967,484","273,064","7,748",19,19,"1,917,283","655,034",,,,,128,"11,891,890",308,"15,683,441",0,0,0,0,49,"347,102",11,"420,886",3,"2,490",160,"8,027,311",33,"1,207,509",24,"646,339",1,"4,322",1,"12,187",7,"117,947",47,"2,622,171",35,"10,212,520",65,"3,954,547","7,738",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Давр банк,Тошкент шаҳар банклари,95,13,"13,748,803","3,222,456",892,98,11,"9,129,846","1,068,309",,,,,137,"17,730,891",669,"75,094,566",0,0,0,0,10,"345,628",78,"13,876,729",16,"4,414,832",215,"16,910,045",6,"556,389",88,"9,497,756",5,"80,334",8,"4,667,656",6,"1,578,890",53,"5,292,313",94,"10,754,818",227,"24,850,067",626,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Асакабанк,Тошкент шаҳар банклари,11,13,"2,236,778",0,"4,808",52,28,"6,446,251","10,371,833",,,,,134,"34,919,048",312,"119,965,052",0,0,0,0,59,"7,969,248",45,"42,187,873",4,"52,086",94,"9,758,322",11,"2,538,381",11,"2,872,371",5,"15,982,274",21,"36,065,201",1,"15,488",46,"5,941,362",54,"8,361,571",95,"23,139,925","5,375",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ўзсаноатқурилишбанк,Тошкент шаҳар банклари,3,14,"34,017","19,977",14,5,6,"186,635","250,433",,,,,52,"1,031,579",160,"20,366,706",0,0,0,0,6,"14,122",16,"449,168",1,220,41,"4,331,669",9,"530,668",12,"790,928",,,3,"179,000",,,15,"709,646",36,"486,569",73,"13,906,296",21,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Халқ банк,Тошкент шаҳар банклари,2,3,"111,644","118,628","8,552",5,1,"111,290","25,883",,,,,21,"9,315,512",87,"12,848,686",0,0,0,0,6,"2,029,953",11,"170,913",1,"25,883",30,"6,702,832",1,"64,782",9,"927,843",,,2,"8,084",,,4,"725,616",13,"7,194,895",31,"4,313,398",371,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бизнесни ривожлантириш банки,Тошкент шаҳар банклари,14,2,"1,947,896","24,532","4,277",10,14,"2,711,018","53,151,910",,,,,104,"93,267,494",184,"29,769,971",0,0,0,0,41,"53,304,267",28,"5,912,330",,,59,"4,190,312",9,"36,366,071",14,"9,300,084",3,"299,429",2,"1,001,850",9,"916,761",22,"3,081,312",42,"2,380,965",59,"6,284,082","3,363",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ҳамкорбанк,Тошкент шаҳар банклари,116,19,"10,346,907","7,153,206",284,95,23,"8,531,042","1,360,192",,,,,105,"7,531,393",445,"59,460,928",0,0,0,0,15,"1,011,039",48,"21,240,207",6,"515,777",204,"12,518,398",23,"880,243",22,"3,038,791",,,9,"8,741,677",5,"405,891",28,"1,859,995",56,"4,718,442",134,"12,061,859",207,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ўзсаноатқурилишбанк,Тошкент шаҳар банклари,10,3,"905,123",0,0,42,8,"6,221,104","1,805,662",,,,,82,"22,256,310",234,"48,055,065",0,0,0,0,10,"11,271,598",32,"3,999,121",2,"90,458",112,"16,225,200",5,"163,844",22,"2,329,186",2,"186,771",6,"845,339",1,"13,000",12,"2,955,444",62,"10,530,638",50,"21,700,774",19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ўзсаноатқурилишбанк,Тошкент шаҳар банклари,15,7,"3,697,133","50,000",182,81,2,"6,823,306","362,830",,,,,94,"1,591,209",235,"18,749,484",0,0,0,0,1,"20,000",23,"1,982,054",5,"128,352",72,"5,940,443",4,"142,993",72,"4,987,877",1,"4,340",2,"104,119",4,"94,314",21,"704,850",79,"1,201,210",45,"5,030,140",87,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миллийбанк,Тошкент шаҳар банклари,15,2,"2,897,584",0,1,34,0,"2,190,939",0,,,,,57,"16,301,421",702,"43,436,411",0,0,0,0,11,"2,490,249",7,"317,919",6,"4,591,265",555,"26,573,045",5,"534,801",20,"1,491,135",4,"85,700",7,"367,947",10,"7,436,499",19,"973,182",21,"1,162,908",94,"13,713,184",856,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Анор банк,Тошкент шаҳар банклари,224,18,"25,337,714","2,324,042","20,321",55,9,"17,280,189","1,596,198",,,,,281,"42,800,799",636,"257,478,161",0,0,0,0,64,"5,277,814",110,"32,088,873",15,"4,308,286",212,"57,856,593",28,"2,104,591",63,"20,930,541",5,"3,682,309",35,"14,482,451",7,"1,193,514",38,"10,652,562",162,"26,234,285",178,"121,467,141","19,699",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ҳамкорбанк,Тошкент шаҳар банклари,13,2,"610,527","87,303,307",350,17,2,"1,494,578","7,086",,,,,142,"16,437,913",428,"125,959,651",0,0,0,0,33,"7,707,963",55,"12,135,407",,,135,"12,930,740",29,"1,172,836",39,"23,240,027",1,"1,650",4,"992,282",1,"4,713",33,"20,092,627",78,"7,550,752",162,"56,568,568",392,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ўзсаноатқурилишбанк,Тошкент шаҳар банклари,163,18,"65,157,321","1,008,555","2,144",103,11,"12,560,735","1,216,927",,,,,66,"2,503,262",481,"47,128,113",0,0,0,0,2,"12,820",46,"3,630,899",,,242,"30,569,569",4,"64,435",23,"951,879",,,4,"2,097,763",,,56,"1,983,629",60,"2,426,007",110,"7,894,374","1,101",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Асия аллианс банк,Тошкент шаҳар банклари,51,32,"7,353,993","10,376,457",92,50,19,"30,236,235","3,679,876",,,,,251,"38,946,620",634,"200,503,789",0,0,0,0,39,"10,067,691",94,"25,925,789",2,"23,011",178,"22,260,515",31,"989,117",49,"32,256,600",12,"3,003,051",18,"20,567,824",16,"875,233",62,"18,821,443",151,"23,988,517",233,"80,671,618",160,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипак йўли банк,Тошкент шаҳар банклари,38,28,"2,651,223","5,946,265",630,66,29,"2,421,805","3,323,153",,,,,494,"71,792,332","1,306","194,735,080",0,0,0,0,73,"4,729,214",199,"26,837,495",16,"710,735",283,"42,111,147",77,"3,608,837",97,"17,858,452",21,"43,996,110",48,"19,664,407",11,"186,161",94,"9,363,769",296,"18,561,275",585,"78,899,810",660,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипотека банк,Тошкент шаҳар банклари,92,25,"19,417,659","5,291,217",202,75,21,"16,716,147","11,319,036",,,,,119,"18,772,934",517,"80,754,058",0,0,0,0,20,"2,636,776",26,"1,724,348",17,"11,381,954",269,"25,861,267",13,"833,829",30,"13,644,366",2,"388,577",8,"952,331",5,"57,704",34,"5,503,227",62,"3,474,094",150,"33,068,520",497,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Туронбанк,Тошкент шаҳар банклари,48,11,"19,442,634","93,770",0,29,1,"3,470,641","91,680",,,,,29,"928,144",114,"16,001,960",0,0,0,0,8,"43,180",21,"1,066,398",,,46,"2,779,953",11,"453,005",1,"38,246",,,2,"2,146,088",1,"32,500",15,"4,453,294",9,"399,459",29,"5,517,981",357,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Трастбанк,Тошкент шаҳар банклари,28,1,"1,429,261","302,064",37,36,6,"1,846,234","1,508,245",,,,,19,"2,909,340",218,"48,677,126",0,0,0,0,,,5,"156,615",,,94,"25,235,148",4,"767,988",30,"1,214,335",3,"105,439",7,"908,529",,,6,"558,787",12,"2,035,913",76,"20,603,712",176,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миллийбанк,Тошкент шаҳар банклари,,,,,0,0,0,0,0,,,,,247,"165,033,084",144,"205,025,268",0,0,0,0,18,"7,013,297",69,"81,716,839",,,15,"68,608,148",116,"6,379,615",7,"17,227,226",6,"17,973,730",3,"1,528,479",1,"13,347",1,"46,388",106,"133,653,094",49,"35,898,189",0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипотека банк,Тошкент шаҳар банклари,95,18,"92,468,319","8,774,914","2,620",57,12,"31,460,999","15,017,186",,,,,476,"31,629,662",826,"157,082,024",0,0,0,0,38,"3,379,703",60,"15,123,650",11,"79,811",353,"28,647,998",54,"2,143,619",134,"74,145,591",31,"2,490,986",12,"1,030,364",44,"421,296",56,"3,666,188",298,"23,114,246",211,"34,468,233","2,539",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Алоқабанк,Тошкент шаҳар банклари,96,27,"25,834,846","2,760,921",29,120,30,"5,342,880","2,143,462",,,,,375,"39,550,490",888,"143,488,238",0,0,0,0,54,"7,880,536",73,"5,514,774",8,"483,146",315,"33,611,034",21,"1,197,214",42,"3,095,823",6,"274,626",32,"2,345,813",4,"103,427",60,"2,621,256",282,"29,611,540",366,"96,299,538","1,865",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ўзсаноатқурилишбанк,Тошкент шаҳар банклари,13,13,"1,176,172","1,553,755",246,87,7,"4,021,607","753,360",,,,,30,"1,502,900",164,"14,695,977",0,0,0,0,,,8,"360,034",6,"718,568",130,"8,681,880",1,"2,000",3,"913,267",2,"13,880",2,"1,802,425",,,9,"1,441,641",21,"768,452",12,"1,496,729",42,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Янги банк,Тошкент шаҳар банклари,,2,0,0,0,11,3,"1,715,635","337,278",,,,,52,"6,119,948",86,"49,725,939",0,0,0,0,12,"3,743,385",35,"31,733,763",3,"84,657",14,"4,206,944",9,"1,312,521",2,"3,090",1,"4,937",7,"5,976,705",1,"5,520",1,"100,000",26,"968,928",27,"7,705,437",112,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ипак йўли банк,Тошкент шаҳар банклари,129,16,"21,025,036","4,198,909","4,826",161,19,"16,041,287","1,201,475",,,,,65,"3,736,456",949,"167,729,233",0,0,0,0,3,"35,611",96,"41,893,870",3,"8,047",544,"66,765,776",15,"410,554",30,"3,759,039",,,15,"2,648,639",,,126,"26,879,555",44,"3,282,244",138,"25,782,355","2,612",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ҳаёт банк,Тошкент шаҳар банклари,,113,"12,657,788",0,33,181,80,"17,453,595","11,008,658",,,,,615,"167,218,845",685,"156,706,485",0,0,0,0,527,"152,720,777",107,"12,267,469",1,"6,470",193,"37,934,918",33,"2,340,835",35,"8,071,271",5,"291,024",21,"46,780,500",3,"303,112",46,"6,226,087",46,"11,556,626",283,"45,426,240","1,506",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миллийбанк,Тошкент шаҳар банклари,23,2,"6,972,305",650,225,25,5,"1,256,622","442,128",,,,,37,"3,870,481",493,"72,602,425",0,0,0,0,15,"1,779,136",34,"9,268,946",,,218,"31,987,749",2,"29,119",16,"1,745,378",,,18,"2,455,849",1,"152,937",78,"8,048,737",19,"1,909,290",129,"19,095,768","1,050",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ўзсаноатқурилишбанк,Тошкент шаҳар банклари,11,7,"626,538","318,286","1,625",51,18,"6,556,409","936,324",,,,,60,"2,674,493",262,"26,233,313",0,0,0,0,2,"54,317",8,"575,918",3,"15,800",130,"14,854,308",21,"653,397",30,"2,753,691",3,"140,062",5,"3,528,168",1,"8,486",18,"244,127",30,"1,802,430",71,"4,277,102","2,046",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
